Name	AveExpr	t	logFC	P.Value	Adj pval	B
AC103801.2	3.3133891109963236	4.977502044081073	0.9224233302618101	7.860773978167782e-7	3.809067687523508e-6	5.249029717820324
KRT16	4.570612067807537	4.681126081417421	0.9160638586709808	3.3402644689785533e-6	1.4157062254837656e-5	3.872394397043232
WNT6	2.199328299682583	6.975338078736564	0.909487496154775	6.312041274160617e-12	9.700835078904065e-11	16.55139000872388
KRT83	1.3009093238409004	7.391678051118623	0.8891494612182476	3.596382442705603e-13	7.760345621629674e-12	19.33295807290966
KCNG1	2.8668297469101156	5.791147097784691	0.8858416848361164	9.975731341363985e-9	7.252615536483868e-8	9.433355235868365
ROPN1	2.3312865586052496	4.59995606758604	0.8811865799829941	4.897552380519294e-6	1.9904981913416063e-5	3.5093141993462176
ANXA8L1	2.7885879631751354	5.179313314474835	0.8561381066057345	2.8081336497742934e-7	1.4949351075618074e-6	6.231859419767055
SCN1A	0.49554857586734713	9.515103925969342	0.8395542913863941	1.9879446451470817e-20	4.1141418042521195e-18	35.63137788292316
COL9A3	4.514079376958468	6.524679308329911	0.8376907485704059	1.1956781673648808e-10	1.334294778434388e-9	13.702157072025894
PIF1	3.585451637613912	10.583625659456699	0.8320878356956136	1.2872811048561873e-24	1.1721981740820442e-21	45.07142416726388
AL807752.1	2.12136203700166	6.052264117996241	0.8283413971794655	2.176262456626498e-9	1.8315199565657016e-8	10.899794841086567
VGLL1	3.0482907521894993	4.116884799194752	0.825356380052559	4.231234106259511e-5	1.3909609303826393e-4	1.4737506511716987
PRAME	3.221074954490726	3.473652374449604	0.8163744148738892	5.404876115010893e-4	0.0014148857813220984	-0.8995664909957641
PNMA6A	0.5632902403531368	9.221611275692656	0.8076344856286961	2.446025565213445e-19	3.236783769717208e-17	33.17772283933433
P2RX5	3.401290845920224	6.66430940595816	0.8043742792581661	4.893358383897793e-11	6.017410053176678e-10	14.566788747641006
NKX2-5	1.2117257767239595	5.4636314707572495	0.8038331297125569	6.199793988842336e-8	3.8248864540920266e-7	7.678358382582896
HES4	5.095932322513366	10.421728507473643	0.7932873184382023	5.83424565021683e-24	4.086664683913419e-21	43.591305122473614
FDCSP	4.550925306574661	3.1950925875115885	0.7895432295527591	0.001451625457754518	0.0034472555530871405	-1.8062685380277008
FZD9	1.7699633051959658	6.683429034351614	0.7891283810733649	4.324412176577438e-11	5.386880612847352e-10	14.686465238846932
SLC6A11	2.0856766566266014	5.3599358238797095	0.7656583599318201	1.0843946238866296e-7	6.344039476461066e-7	7.142454647110004
LEMD1	1.9086236927658433	4.726185296880171	0.7568639484625717	2.694182187293821e-6	1.1618860050910507e-5	4.076543987564685
SYCE1L	3.049521320434917	7.253777793790005	0.7468278399849688	9.434377628064157e-13	1.7972686753379122e-11	18.396042038923532
PPP1R14C	3.302122204366155	4.742000891201109	0.745799862363429	2.4973257609348407e-6	1.0854724763280505e-5	4.1486383336573684
NRTN	2.8054109330827606	6.842972403035213	0.7450289943843806	1.523685273820788e-11	2.108613693527674e-10	15.696996343155181
MIA	4.917527545862523	3.8848926266353043	0.7433661381471364	1.1067528398702311e-4	3.3454245177952943e-4	0.5730640448310469
ZIC1	2.4466851511332486	3.738326965216859	0.7415901449479239	1.981862629719264e-4	5.683149458738347e-4	0.029975170969215092
CRABP1	4.681073054456202	3.338297991831241	0.7367643109880362	8.81155158283618e-4	0.002195894600802032	-1.3493433651047555
JSRP1	2.9944056195676065	7.591605974447039	0.7356678416731675	8.645083218189229e-14	2.208194327765249e-12	20.718806724060205
RP11-514P8.6	1.472721647072301	5.400341610813196	0.7343836213319841	8.730859437297782e-8	5.225317517977889e-7	7.350138016807433
ROPN1B	3.2147037219073424	4.193017641374637	0.730814119582377	3.054023230864599e-5	1.0351734800019742e-4	1.7802464336544226
TNNT2	2.7229871989485264	5.949728966639409	0.7282099146573908	3.984425167961892e-9	3.14539883653758e-8	10.316916722039341
COL2A1	3.190161424860106	3.552073702982121	0.7271672630256596	4.041423940480697e-4	0.0010863824768123165	-0.6310397149556124
CDKN2A	5.720966176715153	6.983589585577374	0.7264192454447356	5.971798664025415e-12	9.240305630350966e-11	16.6051316350091
